cell_id,source_generation_cell_id,phase,task_id,task_group,language,mode,repetition,generator_model_key,model_key,quality_index,critical_failure,semantic_fidelity,clarity,utility,completeness,state_preservation,operational_continuity,context_recoverability,handoff_quality,compactness,protocol_transferability,language_or_variant_stability,ambiguity,information_loss
458abddafdd3f17bbf3839d1cce024af2a9ed3748ecaee9d1ccf11269c3bb9aa,532792baee7e70e8e1b584fb03667e1be40968d7fa2a885c5d49727199512d4b,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,EN,compressed,2,grok_4_20_non_reasoning,grok_4_20_reasoning,4.769230769230769,False,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0
6ceb683f6babc24ecc3b7f35ab98088222a50c59aa4c9b736aa28af3a25da779,cd7bba9e2c8e12e520e1b6e59cb6fb42943aa96b2c319a8bd3561b90e74a72c1,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,EN,hybrid_state,1,grok_4_20_non_reasoning,gemini_3_5_flash,4.0,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0
72492a1e257e1db43f383eefda6668fea36a22c98d00f3ffc46b35afa159eef6,f1ccc8a4f854bc47ac20dbf1ff1e6ccd8ecc4db153b6c41ab23b8555508570fb,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,EN,hybrid_state,2,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.6923076923076925,False,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0
a99269095fb1eab9a1a17e08b99407b57d90a44a59d0b9557b3ee9187c9ea1cf,c49ee94647c9d138dc24a73e258013dd88c5b72e78dab855c9737ec53bb4c5f1,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,EN,hybrid_state,3,grok_4_20_non_reasoning,grok_4_20_reasoning,4.769230769230769,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0
54065ec35c2f86c0c53b72d73b3407dbb34f5884100b4fc111fdfacd262e66f3,b9c9e230d7ee72f057aee4362a582c347c49eafc01beb1133bd7c91d1d12de79,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ZH,compressed,2,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
79503cefc3dfd21750d3a38e01d40df4376e3c6f8e37f07102ae2db7b08dc282,f8003e839d49f2d25ad1c812f3ba587bada080705345db0c0fc1144ce6f0de45,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ZH,compressed,3,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.3076923076923075,False,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0
d7876d8c4e59456683179a853331d955626cfd358ec0f467680f3ac9eb3f5ba1,02bed93791d1cef3e20bb38a003a2084690546488c66322dc651d0985aa1d73f,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ZH,hybrid_state,1,grok_4_20_non_reasoning,grok_4_20_reasoning,4.846153846153846,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0
f30b71270a48e232ddf4de610de337eaa044ebd0036881a0d04c773c847cf1b4,dfaa46b0f4579e5b1aa2386f201b28be7bc9cb455e8d781b45068d85c34f0f0e,exp06_a_hybrid_state_causal_handoff,A001,handoff_state,ZH,hybrid_state,3,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
156f74523943c9c3fe9fe3895f7e01476170f0f3d19bd934aa84ebe526f6e7e8,8ac3637b7db1bab127c07ccbfbb557eb2d1170bbb0e88f612414bb460742cf1f,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ES,compressed,1,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.615384615384615,False,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0
a0cf0fd5344d88adade4f4744f67fc4f7a35745c029fcb327bfcdde80dd83c5b,43911c8534ef86b67d5980c46d889346831be950c7be5de0ed30867470dd4770,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ES,compressed,2,grok_4_20_non_reasoning,grok_4_20_reasoning,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
ca9706a8e052b5c02bb73e9e6973970eb99daaab39a1e906541e74c51443814e,0e5d1934b0ae00087703db2df74449b06ff821d2398e09d703bb1a478172a77c,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ES,hybrid_state,1,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
0f6404ffa41b92158a6e6f79c93474e74f84d46b80841c33459a7c396d45f16d,a895125b916ed1c89861897ea1be4347bf4923b9cc202aeb933b42e653a2e30f,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ES,hybrid_state,2,grok_4_20_non_reasoning,azure_gpt_5_4_high,3.8461538461538463,False,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0
85f9c515619ad12c831e99e5880b35542794e0043ac8e82c4312a0a3dc77d9d7,876fbc27bd8731378b9a8698ec36ab2d6615ef10e6dd209cc5c1669bdc1a58e3,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ES,hybrid_state,3,grok_4_20_non_reasoning,grok_4_20_reasoning,4.0,False,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0
baea6f50a04d8aaa8cf9987583a40d70ae7270e0f0161e6d3b4ffa90a0b5dcc9,58cdf9ab21565664759f0e00d828c665eb157b3267c4be42a0890867edf938d4,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,EN,compressed,2,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
0ff02521e687df0e3657ea8bfc9cb2e4befc13b3c374386ae6f405eb8060301d,62b92df9b883af3f6068168c7042a5d6f764fc35897b0b60d0bf8fc25cc335c0,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,EN,compressed,3,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.923076923076923,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
17085bb5245cf59fdf97793b229006b745b5979116925b645c2ace3551b5f47c,d5782267ff20141ea7c31121561400885df309fc7bb566254135d8fd2f455e67,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,EN,hybrid_state,1,grok_4_20_non_reasoning,grok_4_20_reasoning,3.5384615384615383,False,4.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0
6f92009006edb4ef692fb9044c616241abe99e7aaa39e77317cdbdb662ce025c,b207af4d3ad198e0d100d13820a74007bdb148e0710d38c35399b31dfdb25b7f,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,EN,hybrid_state,3,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
98aafa85895b4be25560d2079948b85bf864e574e33630bd7649e83060e9a78d,c3d2e374cc2bd70ff810f8c5f8130520fa8dad99f0193a874fc0c029d44eed66,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ZH,compressed,1,grok_4_20_non_reasoning,azure_gpt_5_4_high,3.230769230769231,True,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0
b079dfe658f6c3d5a95667ea3d07c2da1ea5b024c5b500e104de9e8adce329eb,739d051f3c8a83c12c3279ecf07cc4eb2dd4e8101fd10f317f180a1dd08001a3,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ZH,compressed,2,grok_4_20_non_reasoning,grok_4_20_reasoning,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
140400f8bf2420161ae6b7e0862c4763802b1a17d244cb2f2ed72fe8cc5255e4,2a85de2a84963e6f8d7cb4b80e5092d9312ee3308380bad84794a7f5742fcb1b,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ZH,hybrid_state,1,grok_4_20_non_reasoning,gemini_3_5_flash,4.3076923076923075,False,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0
df8062a5906e2e4d9f419df693c99f1a88052e1f7ac2e554ce3e5f1a7af968fb,5fbec513df146e056da910eaeaf54011b4ee2cbed7346a3a84c90199c63f0e37,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ZH,hybrid_state,2,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.0,False,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0
bad8778eebd16e3c46e6d76afa934c15d235dca69b58b347b93cca834942116a,fca4598cb48a7cb7dca1d9bbae8d5d6a0ea645e97242c3815a805b0523386b37,exp06_a_hybrid_state_causal_handoff,A002,handoff_state,ZH,hybrid_state,3,grok_4_20_non_reasoning,grok_4_20_reasoning,3.3076923076923075,False,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0
b73fc24c8e890d8bc429a7a7d62210713baa75c70ec7dcce46a8870261c3a798,2ef5388e6e306eca519e87a57081062bb76b22d8b81b2ceff71befdf9c1c7d9e,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ES,compressed,2,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
49c066dd689430c36f3f0233f2051e14eafc4f44f52553e361b320c06f49e7a3,8dae2f81257ca8285dff37c7845e27d2361141f68e3d26d01efd7dc1f1ae5480,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ES,compressed,3,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.769230769230769,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
59c7378f7c9063ada7af655bd686e1f93af1336ae1d95afda836b303607594e7,abfb6d990384c719396b11473f485e25e5910aaba852d443d199b68659f6dd10,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ES,hybrid_state,1,grok_4_20_non_reasoning,grok_4_20_reasoning,4.3076923076923075,False,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0
191b575977e8ac55448538a45e82840fac48cb9763484fc96ce31329c8139c56,453d3a37a7668fdae7850752c4e203fb2b295491df39511898b84c6868de6756,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ES,hybrid_state,3,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
a871b4cff483785ea150d00f12eb38178cd831513275b3cffceeb9a36fa63321,26b5317633654033fb81e61bc33bb5941b033b8e2774ffa7468851fa3ed497ec,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,EN,compressed,1,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.769230769230769,False,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0
fe46e19576cbd8bbcad5c82cff9980e943753ea3f79d57c88d13187163619ddd,9040814920591c6ef7b5bd1a074a7414a97404d15af9619ee1e25ed354830c40,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,EN,compressed,2,grok_4_20_non_reasoning,grok_4_20_reasoning,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
c9603f61d909cb909ecddb7c5be1b1d4fb0d720704929a690c6add5a15824a4e,257e12f52e13e6c058403f9350334c1ca6e4aa0ace9e036ac7db8999f0ac13b4,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,EN,hybrid_state,1,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
e108d665009e203956cbf12522d00e89d1ef7ff9d15d3203e619dc11c6bc494c,b0f340caa01f7b8dddac13502b570dd2551237e54599deffaf6948cbf846d928,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,EN,hybrid_state,2,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.076923076923077,False,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0
49814b6df8256c750a7a40e082d14d07770e35c329e798fa790c0b6027cf4a6b,743ef12c4dad2f5e77906591cd5d64a5e96ddb42878a5eda456830db348f6bd4,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,EN,hybrid_state,3,grok_4_20_non_reasoning,grok_4_20_reasoning,4.538461538461538,False,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0
d4f93f614a486f7ca2436b0717b7463f16d3be3a79649feb9e4dfdbf0655c1a1,d766bb684b885ff703f54bf04d01a642cee7c0ed994c9e00e1fc38fea01942ae,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ZH,compressed,2,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
55f5bf2c8666d38494d504ddae11c712aa7b16af86e10f33a8a67bc12d59ea69,a5d22c0d5ae0e0adc41d18278313f5456e3ccb0cf5c71d43bafd6c70af18dc04,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ZH,compressed,3,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.923076923076923,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0
3ec9f46a7fdcc1ef1333f87afca4568c20ae63c623ceae33519cd32b2ae670c6,a65ceff72a51e95041b2098d202d0d51ea22f5937ee9caa460c1162a9ae3c2ec,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ZH,hybrid_state,1,grok_4_20_non_reasoning,grok_4_20_reasoning,4.153846153846154,False,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0
b8f4b90e9c5339385b4dc60a38026970fed7bf9ffc4a3c858b8ca1e8aaf17075,6eac011c500b0cb9307a298a1626b283a80762d0233c808c7abba73de9dfbad9,exp06_a_hybrid_state_causal_handoff,A003,handoff_state,ZH,hybrid_state,3,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
ba2c588cc5fa736a10e9d4b6ca25b9223f1768dd67c036f74c4ce4bb1b71426b,071b09324f042a680c569192184972086f917f4a328702f3bba79b6ab1839a79,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ES,compressed,1,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.538461538461538,False,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,2.0
612b4ac1b80bd62c7228b5c1ef6631c6bbe08a1657135b08e50cb50a5bdf7f94,6d9cf54066a8c6e4ce8c9e26ae6817058e07636997bc4cc385f942618e419e2b,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ES,compressed,2,grok_4_20_non_reasoning,grok_4_20_reasoning,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
bf749f1c02af3158587fbe40f292cc178799b8a35fd47b8ae0d6f00c66f6bbd4,d4cd6e07f40546d9856fb13e9e52889fa7708bbbf913fdc2e8777dd9db8e77f6,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ES,hybrid_state,1,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
35640bcf6e7be300edb4a4096d7e02f55ac21f91472141e814ce61419b350ad0,d4ee095c708913d165996fe6ec9fe92d4603d797f91628a6c11acfee1bf2d75d,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ES,hybrid_state,2,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.538461538461538,False,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0
8ebdcd777d35cd931d3dcf30e3e06f6889e40605af18ae7eb794567c5ee8de8d,d0ff25a66392f284d16ba0e838221fd198f0c1f6300874a864724fcd762b1998,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ES,hybrid_state,3,grok_4_20_non_reasoning,grok_4_20_reasoning,4.846153846153846,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0
80645323dfe343cda3ecf64367bc0258de2d615904a895e7c6370ce1c3aa9d65,455365ad04cf00109414cf0b04c655ce96254f92b67c4d5b279de5f9ff76ff2c,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,EN,compressed,2,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
3e9e0bc326c14c64737676e3ac51c7ecbfdc4c7086de83b8181bdaabf821962f,41170d449fa6065a59cab361037d4ec9ae94878a2b1504f4e69ba70f6d7ab1e3,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,EN,compressed,3,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.461538461538462,False,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0
36fda91fa92afeeff71392b0124a14727b6b88278b34e682ef8a4fe98ef3677d,0f8dae2ba861fc3470da27824de40ff259a282ef1171feb6176c4b14fef6fad3,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,EN,hybrid_state,1,grok_4_20_non_reasoning,grok_4_20_reasoning,4.3076923076923075,False,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0
02b8bcda9af7257e44410f3ac587e05a0d59488f2711882b9ab0ede7efb9fe3b,ee8ad8667222ca5000385d66286de377ea42e7b25283d3fc33e5b77894205ea9,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,EN,hybrid_state,3,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
3bb88a2aa70802874a775b4b7f1536766834874d3be5785bab3c0d2e93226965,b693f0848f10a0bbaa6baec3eab6571f11dfa02e2f22b09eb6339d35abddbffd,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ZH,compressed,1,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.538461538461538,False,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,2.0
3ae97948f15038a5a50fb8dd1f03aa41761260cc58e19c5dd05d779910fbd916,d068c7748cd9278ef916ca30441125f6281ef90cb571f497149cdedb4d06b8b1,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ZH,compressed,2,grok_4_20_non_reasoning,grok_4_20_reasoning,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
f2ba2030f15ca864300259a187386737e39e4d9f22ccba577e5324e985da24a8,9b7f44727c9be4480b4a643d0638a9baeceb48327bad6a42a4ca759acd97ca45,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ZH,hybrid_state,1,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
17fc09ab95e8c89e6b3cfc3b79664c705d99d922fdafa72d824361d8e6bfbc96,285d2e589227ee17e54be7ff08cadda4df646b4a7b9a6b65c8a53318ce83d5ef,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ZH,hybrid_state,2,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.538461538461538,False,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0
606bd33094d16177aaa3f5bb03bd6c82df8606b6c020f83d6fe3adef6f8fe740,ef16ee77753ec54a4f54841b3a11e4e5ddbf274e2c71e95d4df9c3453d0904c9,exp06_a_hybrid_state_causal_handoff,A004,continuity_recovery,ZH,hybrid_state,3,grok_4_20_non_reasoning,grok_4_20_reasoning,4.923076923076923,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
cc3e9e157c9332e864240e1a23ee2d8312a051bdd0f7d343f8ee3b155fd78357,8b76908eb3c924392ea6b1d9a28c7db9c30759f4d6c8cda84ecc2f914bda6d25,exp06_a_hybrid_state_causal_handoff,A005,continuity_recovery,ES,compressed,2,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
0ef0af641116d0413684e3466d98c5e77c88c4a5ca70edfadb2564637330ca6e,939b79487012660403f9999f965422dd46c6cfaa929747b766e780d531cd6223,exp06_a_hybrid_state_causal_handoff,A005,continuity_recovery,ES,compressed,3,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.769230769230769,False,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0
ef10df2317cbe394c8c4f5794d3f10bd185a10093ff082909f16118a7d701be7,a67d86be109246c45e35fd0757687d95052629584ad992e17a61b13484604343,exp06_a_hybrid_state_causal_handoff,A005,continuity_recovery,ES,hybrid_state,1,grok_4_20_non_reasoning,grok_4_20_reasoning,4.846153846153846,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0
de0e3686b6361346eef722066e19e3f544b2746c4a16b244d4849dabac5b8a15,75581d5ae0ecd406f68e9b4d9a6136381ed2f54d7245137611d6f84a95532676,exp06_a_hybrid_state_causal_handoff,A005,continuity_recovery,ES,hybrid_state,3,grok_4_20_non_reasoning,gemini_3_5_flash,5.0,False,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
6a07934f43e0346d667737f8759263d15b03bc3dd89bbf41df03b6a049677820,5b26d56544eb13358684a94cd740d2006069527981b3dc14c4f87697ed1530d4,exp06_a_hybrid_state_causal_handoff,A005,continuity_recovery,EN,compressed,1,grok_4_20_non_reasoning,azure_gpt_5_4_high,4.923076923076923,False,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0
